,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,MPG,PlayerFP,GameFP/36,TeamFP
173,NBA 2020-2021 Regular Season,22000013,12/23/2020,1629003,Shake Milton,G-F,Philadelphia,Washington,H,N,29.7,6,11,2,4,5,7,0,1,1,3,3,3,0,0,19,19.6,3+,25.9,31.8,38.4,238.8
174,NBA 2020-2021 Regular Season,22000013,12/23/2020,2730,Dwight Howard,C-F,Philadelphia,Washington,H,N,13.2,2,2,0,0,0,0,3,7,10,2,3,0,2,1,4,12.6,3+,17.5,20.5,56.0,238.8
175,NBA 2020-2021 Regular Season,22000013,12/23/2020,1627788,Furkan Korkmaz,G-F,Philadelphia,Washington,H,N,20.2,4,9,3,6,0,0,0,1,1,0,1,1,2,2,11,22.5,3+,17.5,18.8,33.4,238.8
176,NBA 2020-2021 Regular Season,22000013,12/23/2020,203118,Mike Scott,F,Philadelphia,Washington,H,N,16.9,1,3,1,3,0,0,0,2,2,0,1,1,0,0,3,7.4,3+,19.2,8.0,17.1,238.8
177,NBA 2020-2021 Regular Season,22000013,12/23/2020,1630178,Tyrese Maxey,G,Philadelphia,Washington,H,N,10.8,3,6,0,1,0,0,0,2,2,2,0,0,1,0,6,26.6,3+,20.1,11.0,36.5,238.8
178,NBA 2020-2021 Regular Season,22000013,12/23/2020,1629680,Matisse Thybulle,G-F,Philadelphia,Washington,H,N,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,3+,14.9,0.0,0.0,238.8
179,NBA 2020-2021 Regular Season,22000014,12/23/2020,1627742,Brandon Ingram,F,New Orleans,Toronto,R,Y,37.3,10,19,3,6,1,2,0,9,9,11,2,3,3,1,24,26.1,3+,35.0,59.8,57.6,251.8
180,NBA 2020-2021 Regular Season,22000014,12/23/2020,1629627,Zion Williamson,F,New Orleans,Toronto,R,Y,29.6,7,9,0,0,1,4,4,6,10,3,3,1,6,1,15,24.1,3+,33.1,33.0,40.2,251.8
181,NBA 2020-2021 Regular Season,22000014,12/23/2020,203500,Steven Adams,C,New Orleans,Toronto,R,Y,30.6,4,6,0,0,0,0,2,6,8,3,1,4,0,2,8,8.3,3+,30.1,34.5,40.6,251.8
182,NBA 2020-2021 Regular Season,22000014,12/23/2020,1628366,Lonzo Ball,G,New Orleans,Toronto,R,Y,28.8,4,9,4,8,4,6,1,4,5,2,3,1,5,2,16,24.6,3+,31.8,30.8,38.4,251.8
183,NBA 2020-2021 Regular Season,22000014,12/23/2020,202339,Eric Bledsoe,G,New Orleans,Toronto,R,Y,34.4,6,12,4,8,2,4,0,2,2,6,1,1,4,1,18,21.9,3+,29.0,33.5,35.0,251.8
184,NBA 2020-2021 Regular Season,22000014,12/23/2020,200755,JJ Redick,G,New Orleans,Toronto,R,N,28.9,8,14,6,11,1,1,0,3,3,1,4,0,1,0,23,22.8,3+,20.4,30.8,38.3,251.8
185,NBA 2020-2021 Regular Season,22000014,12/23/2020,1628404,Josh Hart,G,New Orleans,Toronto,R,N,26.7,2,5,1,4,1,3,1,4,5,1,2,2,2,0,6,13.3,3+,28.2,17.2,23.3,251.8
186,NBA 2020-2021 Regular Season,22000014,12/23/2020,1629637,Jaxson Hayes,C-F,New Orleans,Toronto,R,N,6.3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.8,3+,12.7,1.0,5.7,251.8
187,NBA 2020-2021 Regular Season,22000014,12/23/2020,1629740,Nicolo Melli,F,New Orleans,Toronto,R,N,13.5,0,4,0,3,0,0,0,2,2,2,0,1,1,0,0,15.7,3+,11.4,7.0,18.6,251.8
188,NBA 2020-2021 Regular Season,22000014,12/23/2020,1629638,Nickeil Alexander-Walker,G,New Orleans,Toronto,R,N,3.9,1,2,1,2,0,0,0,1,1,0,0,0,1,0,3,32.9,3+,20.0,4.2,39.4,251.8
189,NBA 2020-2021 Regular Season,22000014,12/23/2020,1628384,OG Anunoby,F,Toronto,New Orleans,H,Y,36.2,4,10,0,5,0,0,2,6,8,2,4,3,4,2,8,16.2,3+,35.3,29.0,28.8,208.8
190,NBA 2020-2021 Regular Season,22000014,12/23/2020,1627783,Pascal Siakam,F,Toronto,New Orleans,H,Y,38.7,8,17,3,7,1,2,0,6,6,6,1,0,4,0,20,23.8,3+,35.5,36.0,33.5,208.8
191,NBA 2020-2021 Regular Season,22000014,12/23/2020,203382,Aron Baynes,C-F,Toronto,New Orleans,H,Y,28.1,5,9,1,4,0,0,1,8,9,0,2,0,1,0,11,15.0,3+,16.3,22.2,28.5,208.8
192,NBA 2020-2021 Regular Season,22000014,12/23/2020,200768,Kyle Lowry,G,Toronto,New Orleans,H,Y,38.6,7,15,4,9,0,0,1,0,1,10,3,1,6,0,18,22.9,3+,36.2,35.2,32.9,208.8
193,NBA 2020-2021 Regular Season,22000014,12/23/2020,1627832,Fred VanVleet,G,Toronto,New Orleans,H,Y,29.6,3,12,2,8,1,2,1,2,3,3,4,3,1,0,9,19.7,3+,36.2,23.8,28.9,208.8
194,NBA 2020-2021 Regular Season,22000014,12/23/2020,1626181,Norman Powell,G,Toronto,New Orleans,H,N,23.1,2,11,1,6,7,8,0,1,1,1,4,1,0,0,12,26.4,3+,24.2,17.2,26.8,208.8
195,NBA 2020-2021 Regular Season,22000014,12/23/2020,1629744,Matt Thomas,G,Toronto,New Orleans,H,N,20.3,3,6,3,5,0,0,0,2,2,4,2,2,0,0,9,12.4,3+,7.9,23.0,40.8,208.8
196,NBA 2020-2021 Regular Season,22000014,12/23/2020,1628449,Chris Boucher,F-C,Toronto,New Orleans,H,N,14.8,6,8,0,1,0,0,2,3,5,0,2,0,2,2,12,28.4,3+,23.4,21.2,51.8,208.8
197,NBA 2020-2021 Regular Season,22000014,12/23/2020,1627761,DeAndre' Bembry,G-F,Toronto,New Orleans,H,N,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.6,3+,5.4,1.5,9.8,208.8
198,NBA 2020-2021 Regular Season,22000014,12/23/2020,1629056,Terence Davis,G,Toronto,New Orleans,H,N,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.3,3+,12.8,-0.5,-7.0,208.8
199,NBA 2020-2021 Regular Season,22000014,12/23/2020,1626169,Stanley Johnson,F-G,Toronto,New Orleans,H,N,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3+,15.6,0.0,0.0,208.8
200,NBA 2020-2021 Regular Season,22000014,12/23/2020,1630201,Malachi Flynn,G,Toronto,New Orleans,H,N,1.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33.1,3+,9.2,0.0,0.0,208.8
201,NBA 2020-2021 Regular Season,22000015,12/23/2020,1629631,De'Andre Hunter,F-G,Atlanta,Chicago,R,Y,25.9,5,6,1,1,0,0,0,3,3,1,3,0,2,0,11,13.0,3+,32.4,15.8,21.9,232.0
202,NBA 2020-2021 Regular Season,22000015,12/23/2020,201568,Danilo Gallinari,F,Atlanta,Chicago,R,Y,24.4,4,6,1,2,4,4,0,4,4,3,2,0,3,0,13,18.6,3+,15.2,21.5,31.7,232.0
203,NBA 2020-2021 Regular Season,22000015,12/23/2020,1628381,John Collins,F,Atlanta,Chicago,R,Y,18.0,6,10,0,2,2,2,0,4,4,2,4,0,0,2,14,25.4,3+,30.1,26.0,51.9,232.0
204,NBA 2020-2021 Regular Season,22000015,12/23/2020,1629629,Cam Reddish,F-G,Atlanta,Chicago,R,Y,23.8,6,11,1,3,2,2,1,5,6,0,3,2,1,0,15,22.9,3+,28.1,26.5,40.1,232.0
205,NBA 2020-2021 Regular Season,22000015,12/23/2020,1629027,Trae Young,G,Atlanta,Chicago,R,Y,26.0,10,12,5,6,12,14,2,4,6,7,1,0,4,0,37,36.0,3+,33.3,55.5,76.9,232.0
206,NBA 2020-2021 Regular Season,22000015,12/23/2020,203992,Bogdan Bogdanovic,G,Atlanta,Chicago,R,N,24.9,5,12,3,8,2,3,0,7,7,2,2,1,2,0,15,25.9,3+,23.7,29.2,42.2,232.0
207,NBA 2020-2021 Regular Season,22000015,12/23/2020,203524,Solomon Hill,F,Atlanta,Chicago,R,N,28.4,0,3,0,3,0,0,0,3,3,0,2,0,3,1,0,8.9,3+,20.0,4.2,5.4,232.0
208,NBA 2020-2021 Regular Season,22000015,12/23/2020,1628989,Kevin Huerter,G-F,Atlanta,Chicago,R,N,27.0,4,10,2,6,1,2,0,2,2,4,2,1,0,0,11,17.0,3+,29.5,22.5,29.9,232.0
209,NBA 2020-2021 Regular Season,22000015,12/23/2020,1628981,Bruno Fernando,F-C,Atlanta,Chicago,R,N,18.1,2,3,0,0,1,2,3,4,7,1,3,2,3,0,5,16.0,3+,10.3,17.8,35.2,232.0
210,NBA 2020-2021 Regular Season,22000015,12/23/2020,1629164,Brandon Goodwin,G,Atlanta,Chicago,R,N,13.2,1,4,1,3,0,0,0,1,1,4,4,0,1,0,3,16.0,3+,14.1,10.2,27.9,232.0
211,NBA 2020-2021 Regular Season,22000015,12/23/2020,1630233,Nathan Knight,F-C,Atlanta,Chicago,R,N,5.1,0,2,0,0,0,0,2,1,3,0,2,0,2,0,0,33.3,3+,5.8,2.8,19.5,232.0
212,NBA 2020-2021 Regular Season,22000015,12/23/2020,1630219,Skylar Mays,G,Atlanta,Chicago,R,N,5.1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8.3,3+,3.7,0.0,0.0,232.0
213,NBA 2020-2021 Regular Season,22000015,12/23/2020,1630172,Patrick Williams,F,Chicago,Atlanta,H,Y,33.0,5,11,1,3,5,6,0,4,4,1,2,1,0,1,16,17.3,3+,26.4,27.0,29.4,202.8
214,NBA 2020-2021 Regular Season,22000015,12/23/2020,1628374,Lauri Markkanen,F-C,Chicago,Atlanta,H,Y,30.2,6,9,4,6,5,5,1,6,7,4,1,1,2,0,21,18.4,3+,30.3,38.8,46.2,202.8
215,NBA 2020-2021 Regular Season,22000015,12/23/2020,1628976,Wendell Carter Jr.,C-F,Chicago,Atlanta,H,Y,25.8,2,5,0,2,2,2,1,5,6,2,3,0,3,0,6,14.5,3+,26.9,15.0,21.0,202.8
216,NBA 2020-2021 Regular Season,22000015,12/23/2020,203897,Zach LaVine,G-F,Chicago,Atlanta,H,Y,25.3,9,19,1,8,3,3,1,1,2,1,5,1,5,0,22,42.0,3+,35.6,26.0,37.0,202.8
217,NBA 2020-2021 Regular Season,22000015,12/23/2020,1629632,Coby White,G,Chicago,Atlanta,H,Y,30.5,2,11,1,7,4,4,0,2,2,7,2,1,3,0,9,21.7,3+,34.3,23.0,27.2,202.8
218,NBA 2020-2021 Regular Season,22000015,12/23/2020,203490,Otto Porter Jr.,F,Chicago,Atlanta,H,N,23.4,5,10,0,2,4,4,3,2,5,1,2,2,1,0,14,22.9,3+,23.6,25.2,38.9,202.8
219,NBA 2020-2021 Regular Season,22000015,12/23/2020,1627853,Ryan Arcidiacono,G,Chicago,Atlanta,H,N,19.6,2,6,1,4,0,0,0,3,3,2,2,1,0,0,5,12.9,3+,12.9,14.2,26.2,202.8
220,NBA 2020-2021 Regular Season,22000015,12/23/2020,1629655,Daniel Gafford,F-C,Chicago,Atlanta,H,N,16.9,2,4,0,0,1,4,0,1,1,0,1,0,0,1,5,14.3,3+,14.6,8.2,17.6,202.8
221,NBA 2020-2021 Regular Season,22000015,12/23/2020,1628990,Chandler Hutchison,F-G,Chicago,Atlanta,H,N,18.6,1,6,0,0,0,0,1,4,5,0,3,1,1,0,2,15.8,3+,11.9,9.8,18.9,202.8
222,NBA 2020-2021 Regular Season,22000015,12/23/2020,1629690,Adam Mokoka,G,Chicago,Atlanta,H,N,16.8,2,6,0,3,0,0,1,1,2,2,1,2,0,1,4,15.0,3+,6.9,15.5,33.3,202.8
223,NBA 2020-2021 Regular Season,22000017,12/23/2020,201942,DeMar DeRozan,G-F,San Antonio,Memphis,R,Y,34.9,7,14,0,0,14,15,2,7,9,9,1,1,1,1,28,25.2,3+,33.8,56.2,58.1,265.0
224,NBA 2020-2021 Regular Season,22000017,12/23/2020,1629640,Keldon Johnson,F-G,San Antonio,Memphis,R,Y,32.0,5,10,1,3,5,7,0,5,5,3,1,3,2,0,16,19.2,3+,31.2,32.2,36.3,265.0
225,NBA 2020-2021 Regular Season,22000017,12/23/2020,200746,LaMarcus Aldridge,C-F,San Antonio,Memphis,R,Y,28.8,9,17,1,4,1,1,0,3,3,1,3,0,2,1,20,27.5,3+,27.5,26.8,33.5,265.0
226,NBA 2020-2021 Regular Season,22000017,12/23/2020,1629022,Lonnie Walker IV,G-F,San Antonio,Memphis,R,Y,34.4,6,9,3,4,1,1,1,5,6,2,3,1,1,1,16,12.4,3+,28.7,31.5,33.0,265.0
227,NBA 2020-2021 Regular Season,22000017,12/23/2020,1627749,Dejounte Murray,G,San Antonio,Memphis,R,Y,30.6,9,15,1,3,2,2,0,6,6,9,3,2,3,0,21,25.1,3+,30.5,45.0,52.9,265.0
228,NBA 2020-2021 Regular Season,22000017,12/23/2020,1627751,Jakob Poeltl,C,San Antonio,Memphis,R,N,19.2,2,6,0,0,0,0,4,3,7,1,1,1,0,1,4,12.7,3+,20.0,18.2,34.2,265.0
229,NBA 2020-2021 Regular Season,22000017,12/23/2020,201988,Patty Mills,G,San Antonio,Memphis,R,N,19.3,5,11,2,4,1,1,0,2,2,2,4,0,0,0,13,24.2,3+,25.6,19.5,36.4,265.0
230,NBA 2020-2021 Regular Season,22000017,12/23/2020,200752,Rudy Gay,F-G,San Antonio,Memphis,R,N,21.1,4,9,1,5,1,2,0,7,7,1,1,0,1,3,10,21.0,3+,22.6,26.2,44.8,265.0
231,NBA 2020-2021 Regular Season,22000017,12/23/2020,1630170,Devin Vassell,G-F,San Antonio,Memphis,R,N,19.7,1,4,1,2,0,0,1,2,3,0,1,0,0,1,3,8.3,3+,18.6,9.2,16.9,265.0
232,NBA 2020-2021 Regular Season,22000017,12/23/2020,1628415,Dillon Brooks,G-F,Memphis,San Antonio,H,Y,33.2,7,14,1,3,1,1,1,3,4,6,6,2,2,0,16,20.8,3+,29.3,33.5,36.3,239.5
233,NBA 2020-2021 Regular Season,22000017,12/23/2020,203937,Kyle Anderson,F-G,Memphis,San Antonio,H,Y,28.8,3,8,1,3,0,0,0,10,10,2,3,0,2,0,7,14.6,3+,29.7,22.0,27.5,239.5
234,NBA 2020-2021 Regular Season,22000017,12/23/2020,202685,Jonas Valanciunas,C,Memphis,San Antonio,H,Y,29.6,6,11,1,1,2,6,3,10,13,2,4,1,1,1,15,20.9,3+,26.7,38.2,46.6,239.5
235,NBA 2020-2021 Regular Season,22000017,12/23/2020,1628960,Grayson Allen,G,Memphis,San Antonio,H,Y,27.0,2,7,2,6,0,0,0,2,2,5,1,0,0,1,6,11.0,3+,21.5,19.0,25.4,239.5
236,NBA 2020-2021 Regular Season,22000017,12/23/2020,1629630,Ja Morant,G,Memphis,San Antonio,H,Y,35.2,18,27,1,2,7,8,0,2,2,9,1,2,1,1,44,37.8,3+,29.2,66.0,67.6,239.5
237,NBA 2020-2021 Regular Season,22000017,12/23/2020,1629001,De'Anthony Melton,G,Memphis,San Antonio,H,N,24.5,1,6,1,3,0,0,0,2,2,1,1,0,0,2,3,10.3,3+,19.8,11.5,16.9,239.5
238,NBA 2020-2021 Regular Season,22000017,12/23/2020,1629634,Brandon Clarke,F-G,Memphis,San Antonio,H,N,25.8,5,9,0,2,0,1,0,3,3,0,1,0,1,1,10,17.0,3+,29.3,15.2,21.2,239.5
239,NBA 2020-2021 Regular Season,22000017,12/23/2020,1630217,Desmond Bane,G,Memphis,San Antonio,H,N,10.6,2,5,2,4,0,0,1,3,4,0,1,0,1,0,6,24.0,3+,22.0,11.5,39.2,239.5
240,NBA 2020-2021 Regular Season,22000017,12/23/2020,203476,Gorgui Dieng,C,Memphis,San Antonio,H,N,11.8,2,3,1,2,0,0,0,1,1,1,2,1,1,2,5,14.3,3+,16.8,13.8,42.1,239.5
241,NBA 2020-2021 Regular Season,22000017,12/23/2020,1626145,Tyus Jones,G,Memphis,San Antonio,H,N,13.6,3,5,0,1,1,2,0,1,1,1,0,0,2,0,7,24.4,3+,25.9,8.8,23.2,239.5
242,NBA 2020-2021 Regular Season,22000018,12/23/2020,203924,Jerami Grant,F,Detroit,Minnesota,R,Y,31.4,4,11,1,5,0,0,0,1,1,3,0,1,0,0,9,15.5,3+,36.5,17.2,19.8,211.5
243,NBA 2020-2021 Regular Season,22000018,12/23/2020,201933,Blake Griffin,F,Detroit,Minnesota,R,Y,35.0,6,13,0,5,3,5,0,7,7,2,2,0,2,1,15,21.7,3+,32.7,27.8,28.5,211.5
244,NBA 2020-2021 Regular Season,22000018,12/23/2020,203486,Mason Plumlee,F-C,Detroit,Minnesota,R,Y,32.2,7,8,0,0,0,0,1,7,8,6,4,0,0,0,14,11.0,3+,26.6,33.0,36.9,211.5
245,NBA 2020-2021 Regular Season,22000018,12/23/2020,1626153,Delon Wright,G,Detroit,Minnesota,R,Y,19.2,2,5,1,3,0,0,0,2,2,4,0,1,1,0,5,13.9,3+,26.6,15.5,29.1,211.5
246,NBA 2020-2021 Regular Season,22000018,12/23/2020,1630165,Killian Hayes,G,Detroit,Minnesota,R,Y,21.2,3,6,1,2,0,0,0,1,1,3,2,0,4,0,7,20.9,3+,21.1,11.2,19.1,211.5
247,NBA 2020-2021 Regular Season,22000018,12/23/2020,201565,Derrick Rose,G,Detroit,Minnesota,R,N,26.8,7,13,1,3,0,2,0,1,1,6,1,2,1,1,15,24.6,3+,23.8,31.2,42.0,211.5
248,NBA 2020-2021 Regular Season,22000018,12/23/2020,1628367,Josh Jackson,G-F,Detroit,Minnesota,R,N,28.8,8,14,3,7,0,0,0,6,6,2,5,1,2,0,19,24.5,3+,22.8,32.0,39.9,211.5
249,NBA 2020-2021 Regular Season,22000018,12/23/2020,1626143,Jahlil Okafor,C-F,Detroit,Minnesota,R,N,15.3,4,7,0,0,0,0,4,3,7,1,4,0,2,0,8,26.0,3+,10.3,17.2,40.6,211.5
250,NBA 2020-2021 Regular Season,22000018,12/23/2020,1629004,Svi Mykhailiuk,G-F,Detroit,Minnesota,R,N,16.6,1,8,1,8,0,0,0,2,2,1,1,0,0,0,3,21.3,3+,14.8,7.5,16.3,211.5
251,NBA 2020-2021 Regular Season,22000018,12/23/2020,1629635,Sekou Doumbouya,F,Detroit,Minnesota,R,N,13.5,3,8,0,2,0,1,2,7,9,1,1,0,0,0,6,27.6,3+,11.5,18.8,50.0,211.5
252,NBA 2020-2021 Regular Season,22000018,12/23/2020,1629006,Josh Okogie,G,Minnesota,Detroit,H,Y,32.6,4,9,1,4,3,3,1,3,4,2,3,0,2,0,12,16.3,3+,24.0,19.5,21.6,230.5
253,NBA 2020-2021 Regular Season,22000018,12/23/2020,1627774,Jake Layman,F,Minnesota,Detroit,H,Y,16.6,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,7.8,3+,14.0,1.2,2.7,230.5
254,NBA 2020-2021 Regular Season,22000018,12/23/2020,1626157,Karl-Anthony Towns,C-F,Minnesota,Detroit,H,Y,30.4,6,10,2,4,8,8,3,8,11,7,4,1,4,2,22,24.8,3+,32.9,51.2,60.7,230.5
255,NBA 2020-2021 Regular Season,22000018,12/23/2020,1627736,Malik Beasley,G,Minnesota,Detroit,H,Y,26.6,10,18,3,9,0,0,1,3,4,2,3,1,1,0,23,30.8,3+,32.1,34.0,46.0,230.5
256,NBA 2020-2021 Regular Season,22000018,12/23/2020,201937,Ricky Rubio,G,Minnesota,Detroit,H,Y,25.4,1,4,0,1,1,2,0,1,1,3,3,2,1,0,3,10.0,3+,24.0,12.2,17.3,230.5
257,NBA 2020-2021 Regular Season,22000018,12/23/2020,1630162,Anthony Edwards,G,Minnesota,Detroit,H,N,25.2,5,12,1,5,4,4,2,2,4,4,1,0,1,0,15,25.3,3+,24.6,26.0,37.2,230.5
258,NBA 2020-2021 Regular Season,22000018,12/23/2020,1626156,D'Angelo Russell,G,Minnesota,Detroit,H,N,33.3,7,16,4,11,0,0,1,4,5,4,2,1,2,0,18,23.3,3+,30.7,33.2,35.9,230.5
259,NBA 2020-2021 Regular Season,22000018,12/23/2020,1629675,Naz Reid,C-F,Minnesota,Detroit,H,N,17.6,2,5,0,1,4,6,2,3,5,1,0,0,0,3,8,18.7,3+,21.7,21.8,44.5,230.5
260,NBA 2020-2021 Regular Season,22000018,12/23/2020,1627823,Juancho Hernangomez,F,Minnesota,Detroit,H,N,11.8,0,5,0,4,0,0,0,3,3,0,0,1,0,0,0,18.3,3+,20.3,5.8,17.6,230.5
261,NBA 2020-2021 Regular Season,22000018,12/23/2020,1629633,Jarrett Culver,G-F,Minnesota,Detroit,H,N,20.6,3,6,0,1,4,5,2,8,10,2,0,0,0,0,10,17.2,3+,21.6,25.5,44.5,230.5
262,NBA 2020-2021 Regular Season,22000019,12/23/2020,203084,Harrison Barnes,F,Sacramento,Denver,R,Y,42.0,8,15,0,3,5,7,1,8,9,5,1,2,1,0,21,18.7,3+,34.9,43.2,37.1,252.8
263,NBA 2020-2021 Regular Season,22000019,12/23/2020,1628963,Marvin Bagley III,F,Sacramento,Denver,R,Y,27.4,5,14,0,4,3,4,1,8,9,0,6,0,2,1,13,26.8,3+,26.7,25.2,33.2,252.8
264,NBA 2020-2021 Regular Season,22000019,12/23/2020,1626158,Richaun Holmes,F,Sacramento,Denver,R,Y,23.0,3,6,0,0,0,0,6,3,9,1,6,0,1,1,6,12.6,3+,30.7,20.2,31.7,252.8
265,NBA 2020-2021 Regular Season,22000019,12/23/2020,1627741,Buddy Hield,G,Sacramento,Denver,R,Y,41.1,7,15,5,11,3,3,1,3,4,3,5,1,3,0,22,19.4,3+,33.5,34.5,30.2,252.8
266,NBA 2020-2021 Regular Season,22000019,12/23/2020,1628368,De'Aaron Fox,G,Sacramento,Denver,R,Y,38.7,8,20,1,2,4,5,2,2,4,7,2,1,2,1,21,25.8,3+,31.3,40.0,37.2,252.8
267,NBA 2020-2021 Regular Season,22000019,12/23/2020,202709,Cory Joseph,G,Sacramento,Denver,R,N,29.4,6,10,2,5,1,2,0,3,3,4,4,1,2,2,15,18.1,3+,19.9,30.8,37.7,252.8
268,NBA 2020-2021 Regular Season,22000019,12/23/2020,202357,Nemanja Bjelica,F,Sacramento,Denver,R,N,15.9,3,8,0,1,4,4,3,1,4,2,3,0,1,0,10,27.8,3+,15.1,17.5,39.5,252.8
269,NBA 2020-2021 Regular Season,22000019,12/23/2020,202355,Hassan Whiteside,C,Sacramento,Denver,R,N,17.6,2,6,0,0,0,2,2,7,9,1,2,0,2,1,4,20.8,3+,12.6,17.8,36.4,252.8
270,NBA 2020-2021 Regular Season,22000019,12/23/2020,1630169,Tyrese Haliburton,G,Sacramento,Denver,R,N,30.0,3,7,2,5,4,4,1,1,2,4,0,0,0,1,12,12.0,3+,28.0,23.5,28.2,252.8
271,NBA 2020-2021 Regular Season,22000019,12/23/2020,1629008,Michael Porter Jr.,F,Denver,Sacramento,H,Y,29.6,9,15,3,7,3,3,1,4,5,2,3,2,2,3,24,26.6,3+,28.6,43.8,53.2,252.8
